,date,vix,vixo,vixh,vixl
2052,1992-01-24,16.24,16.23,16.33,15.65
2053,1992-01-24,16.24,16.23,16.33,15.65
2054,1992-01-27,16.67,16.15,16.82,16.15
2055,1992-01-27,16.67,16.15,16.82,16.15
2056,1992-01-28,17.67,17.07,17.7,16.99
2057,1992-01-28,17.67,17.07,17.7,16.99
2058,1992-01-29,17.62,16.57,18.04,16.05
2059,1992-01-29,17.62,16.57,18.04,16.05
2060,1992-01-30,17.49,16.87,17.75,16.87
2061,1992-01-30,17.49,16.87,17.75,16.87
2062,1992-01-31,17.4,14.16,17.51,14.12
2063,1992-01-31,17.4,14.16,17.51,14.12
2064,1992-02-03,18.2,17.08,19.21,17.01
2065,1992-02-03,18.2,17.08,19.21,17.01
2066,1992-02-04,17.96,17.16,18.72,16.84
2067,1992-02-04,17.96,17.16,18.72,16.84
2068,1992-02-05,18.22,18.15,18.35,17.98
2069,1992-02-05,18.22,18.15,18.35,17.98
2070,1992-02-06,18.79,18.8,18.93,18.64
2071,1992-02-06,18.79,18.8,18.93,18.64
2072,1992-02-07,18.51,18.43,19.31,18.13
2073,1992-02-07,18.51,18.43,19.31,18.13
2074,1992-02-10,18.56,19.24,19.25,18.55
2075,1992-02-10,18.56,19.24,19.25,18.55
2076,1992-02-11,17.7,19.24,18.57,17.61
2077,1992-02-11,17.7,19.24,18.57,17.61
2078,1992-02-12,17.37,18.22,18.23,17.37
2079,1992-02-12,17.37,18.22,18.23,17.37
2080,1992-02-13,17.45,15.42,18.03,15.35
2081,1992-02-13,17.45,15.42,18.03,15.35
2082,1992-02-14,17.03,17.52,17.62,16.81
2083,1992-02-14,17.03,17.52,17.62,16.81
2084,1992-02-18,18.22,17.79,18.32,17.38
2085,1992-02-18,18.22,17.79,18.32,17.38
2086,1992-02-19,17.16,17.79,17.69,16.85
2087,1992-02-19,17.16,17.79,17.69,16.85
2088,1992-02-20,16.72,15.66,17.32,15.59
2089,1992-02-20,16.72,15.66,17.32,15.59
2090,1992-02-21,16.87,15.75,17.41,15.75
2091,1992-02-21,16.87,15.75,17.41,15.75
2092,1992-02-24,17.13,17.47,17.55,17.07
2093,1992-02-24,17.13,17.47,17.55,17.07
2094,1992-02-25,16.35,15.86,17.1,15.52
2095,1992-02-25,16.35,15.86,17.1,15.52
2096,1992-02-26,16.64,15.66,16.74,15.66
2097,1992-02-26,16.64,15.66,16.74,15.66
2098,1992-02-27,16.51,16.97,17.08,16.36
2099,1992-02-27,16.51,16.97,17.08,16.36
2100,1992-02-28,16.68,15.34,17.17,15.34
2101,1992-02-28,16.68,15.34,17.17,15.34
2102,1992-03-02,16.88,17.44,17.5,16.88
2103,1992-03-02,16.88,17.44,17.5,16.88
2104,1992-03-03,17.26,17.36,17.41,16.92
2105,1992-03-03,17.26,17.36,17.41,16.92
2106,1992-03-04,17.89,17.82,17.92,17.43
2107,1992-03-04,17.89,17.82,17.92,17.43
2108,1992-03-05,18.47,18.57,18.89,17.94
2109,1992-03-05,18.47,18.57,18.89,17.94
2110,1992-03-06,19.75,18.25,20.04,18.14
2111,1992-03-06,19.75,18.25,20.04,18.14
2112,1992-03-09,19.68,20.67,20.68,19.66
2113,1992-03-09,19.68,20.67,20.68,19.66
2114,1992-03-10,18.68,19.62,19.63,18.6
2115,1992-03-10,18.68,19.62,19.63,18.6
2116,1992-03-11,19.79,19.23,20.34,19.18
2117,1992-03-11,19.79,19.23,20.34,19.18
2118,1992-03-12,19.72,19.47,21.06,19.47
2119,1992-03-12,19.72,19.47,21.06,19.47
2120,1992-03-13,18.35,18.39,18.88,17.98
2121,1992-03-13,18.35,18.39,18.88,17.98
2122,1992-03-16,18.46,19.13,19.13,18.44
2123,1992-03-16,18.46,19.13,19.13,18.44
2124,1992-03-17,16.79,17.78,17.84,16.79
2125,1992-03-17,16.79,17.78,17.84,16.79
2126,1992-03-18,16.69,16.95,16.97,16.61
2127,1992-03-18,16.69,16.95,16.97,16.61
2128,1992-03-19,16.52,16.73,16.85,16.44
2129,1992-03-19,16.52,16.73,16.85,16.44
2130,1992-03-20,16.82,16.73,16.9,16.58
2131,1992-03-20,16.82,16.73,16.9,16.58
2132,1992-03-23,16.73,17.63,17.63,16.73
2133,1992-03-23,16.73,17.63,17.63,16.73
2134,1992-03-24,16.32,16.27,16.7,16.18
2135,1992-03-24,16.32,16.27,16.7,16.18
2136,1992-03-25,16.19,16.41,16.41,16.08
2137,1992-03-25,16.19,16.41,16.41,16.08
2138,1992-03-26,16.29,16.55,16.6,16.1
2139,1992-03-26,16.29,16.55,16.6,16.1
2140,1992-03-27,16.02,15.88,16.09,15.46
2141,1992-03-27,16.02,15.88,16.09,15.46
2142,1992-03-30,15.97,16.43,16.53,15.9
2143,1992-03-30,15.97,16.43,16.53,15.9
2144,1992-03-31,16.18,16.45,16.56,15.98
2145,1992-03-31,16.18,16.45,16.56,15.98
2146,1992-04-01,16.48,16.93,17.11,16.43
2147,1992-04-01,16.48,16.93,17.11,16.43
2148,1992-04-02,17.06,16.25,17.17,16.11
2149,1992-04-02,17.06,16.25,17.17,16.11
2150,1992-04-03,16.72,18.22,18.32,16.71
2151,1992-04-03,16.72,18.22,18.32,16.71
2152,1992-04-06,16.72,17.18,17.2,16.59
2153,1992-04-06,16.72,17.18,17.2,16.59
2154,1992-04-07,18.81,17.26,18.81,16.56
2155,1992-04-07,18.81,17.26,18.81,16.56
2156,1992-04-08,20.15,20.06,21.44,19.66
2157,1992-04-08,20.15,20.06,21.44,19.66
2158,1992-04-09,17.89,18.95,18.96,17.48
2159,1992-04-09,17.89,18.95,18.96,17.48
2160,1992-04-10,16.85,17.39,17.43,16.79
2161,1992-04-10,16.85,17.39,17.43,16.79
2162,1992-04-13,16.99,17.42,17.51,16.93
2163,1992-04-13,16.99,17.42,17.51,16.93
2164,1992-04-14,15.98,16.82,16.82,15.88
2165,1992-04-14,15.98,16.82,16.82,15.88
2166,1992-04-15,15.15,16.36,16.45,15.15
2167,1992-04-15,15.15,16.36,16.45,15.15
2168,1992-04-16,14.85,15.17,15.58,14.83
2169,1992-04-16,14.85,15.17,15.58,14.83
2170,1992-04-20,15.93,16.15,16.54,15.7
2171,1992-04-20,15.93,16.15,16.54,15.7
2172,1992-04-21,16.53,16.0,16.86,15.74
2173,1992-04-21,16.53,16.0,16.86,15.74
2174,1992-04-22,15.96,16.03,16.15,15.86
2175,1992-04-22,15.96,16.03,16.15,15.86
2176,1992-04-23,15.83,16.1,16.75,15.83
2177,1992-04-23,15.83,16.1,16.75,15.83
2178,1992-04-24,15.71,15.73,16.83,15.53
2179,1992-04-24,15.71,15.73,16.83,15.53
2180,1992-04-27,16.49,16.93,16.93,16.38
2181,1992-04-27,16.49,16.93,16.93,16.38
2182,1992-04-28,16.24,16.56,16.9,16.24
2183,1992-04-28,16.24,16.56,16.9,16.24
2184,1992-04-29,15.95,16.38,16.4,15.86
2185,1992-04-29,15.95,16.38,16.4,15.86
2186,1992-04-30,15.53,15.86,15.94,15.53
2187,1992-04-30,15.53,15.86,15.94,15.53
2188,1992-05-01,16.61,14.87,17.36,14.84
2189,1992-05-01,16.61,14.87,17.36,14.84
2190,1992-05-04,16.92,16.7,17.76,16.48
2191,1992-05-04,16.92,16.7,17.76,16.48
2192,1992-05-05,16.66,15.56,17.12,15.49
2193,1992-05-05,16.66,15.56,17.12,15.49
2194,1992-05-06,16.81,16.11,17.33,15.9
2195,1992-05-06,16.81,16.11,17.33,15.9
2196,1992-05-07,16.54,15.8,17.29,15.67
2197,1992-05-07,16.54,15.8,17.29,15.67
2198,1992-05-08,15.65,16.18,16.34,15.52
2199,1992-05-08,15.65,16.18,16.34,15.52
2200,1992-05-11,15.17,15.87,15.9,15.17
2201,1992-05-11,15.17,15.87,15.9,15.17
2202,1992-05-12,15.68,15.4,15.87,15.32
2203,1992-05-12,15.68,15.4,15.87,15.32
2204,1992-05-13,15.19,15.88,15.88,15.19
2205,1992-05-13,15.19,15.88,15.88,15.19
2206,1992-05-14,15.49,14.38,16.19,14.35
2207,1992-05-14,15.49,14.38,16.19,14.35
2208,1992-05-15,14.82,14.38,16.06,14.1
2209,1992-05-15,14.82,14.38,16.06,14.1
2210,1992-05-18,14.62,15.17,15.46,14.58
2211,1992-05-18,14.62,15.17,15.46,14.58
2212,1992-05-19,13.57,13.95,14.4,13.44
2213,1992-05-19,13.57,13.95,14.4,13.44
2214,1992-05-20,13.62,12.98,14.19,12.98
2215,1992-05-20,13.62,12.98,14.19,12.98
2216,1992-05-21,13.92,14.01,15.12,13.92
2217,1992-05-21,13.92,14.01,15.12,13.92
2218,1992-05-22,13.73,14.03,14.31,13.53
2219,1992-05-22,13.73,14.03,14.31,13.53
2220,1992-05-26,14.92,13.93,15.28,13.77
2221,1992-05-26,14.92,13.93,15.28,13.77
2222,1992-05-27,13.99,13.84,14.36,13.59
2223,1992-05-27,13.99,13.84,14.36,13.59
2224,1992-05-28,13.77,14.25,14.57,13.72
2225,1992-05-28,13.77,14.25,14.57,13.72
2226,1992-05-29,13.86,12.77,14.28,12.77
2227,1992-05-29,13.86,12.77,14.28,12.77
2228,1992-06-01,14.43,14.47,14.84,13.92
2229,1992-06-01,14.43,14.47,14.84,13.92
2230,1992-06-02,14.57,12.92,15.22,12.73
2231,1992-06-02,14.57,12.92,15.22,12.73
2232,1992-06-03,14.35,13.24,14.97,13.24
2233,1992-06-03,14.35,13.24,14.97,13.24
2234,1992-06-04,13.66,13.21,14.32,13.14
2235,1992-06-04,13.66,13.21,14.32,13.14
2236,1992-06-05,14.65,14.57,14.96,14.5
2237,1992-06-05,14.65,14.57,14.96,14.5
2238,1992-06-08,15.19,15.6,15.6,15.1
2239,1992-06-08,15.19,15.6,15.6,15.1
2240,1992-06-09,15.97,15.28,15.98,15.17
2241,1992-06-09,15.97,15.28,15.98,15.17
2242,1992-06-10,16.62,15.9,16.62,15.75
2243,1992-06-10,16.62,15.9,16.62,15.75
2244,1992-06-11,16.29,16.91,16.95,16.29
2245,1992-06-11,16.29,16.91,16.95,16.29
2246,1992-06-12,14.95,15.37,15.48,14.71
2247,1992-06-12,14.95,15.37,15.48,14.71
2248,1992-06-15,14.76,16.11,16.11,14.72
2249,1992-06-15,14.76,16.11,16.11,14.72
2250,1992-06-16,15.22,15.12,15.23,14.82
2251,1992-06-16,15.22,15.12,15.23,14.82
2252,1992-06-17,18.08,15.76,18.08,15.74
2253,1992-06-17,18.08,15.76,18.08,15.74
2254,1992-06-18,18.2,18.23,18.53,17.64
2255,1992-06-18,18.2,18.23,18.53,17.64
2256,1992-06-19,16.31,17.43,17.53,16.28
2257,1992-06-19,16.31,17.43,17.53,16.28
2258,1992-06-22,16.66,14.66,17.79,14.64
2259,1992-06-22,16.66,14.66,17.79,14.64
2260,1992-06-23,14.53,14.27,15.29,14.17
2261,1992-06-23,14.53,14.27,15.29,14.17
2262,1992-06-24,14.4,14.26,14.75,14.12
2263,1992-06-24,14.4,14.26,14.75,14.12
2264,1992-06-25,14.4,13.93,15.0,13.85
2265,1992-06-25,14.4,13.93,15.0,13.85
2266,1992-06-26,14.67,14.13,15.0,14.13
2267,1992-06-26,14.67,14.13,15.0,14.13
2268,1992-06-29,13.21,13.94,14.41,13.21
2269,1992-06-29,13.21,13.94,14.41,13.21
2270,1992-06-30,13.35,13.66,14.31,13.19
2271,1992-06-30,13.35,13.66,14.31,13.19
2272,1992-07-01,13.34,13.43,13.57,12.98
2273,1992-07-01,13.34,13.43,13.57,12.98
2274,1992-07-02,13.88,12.69,14.83,12.68
2275,1992-07-02,13.88,12.69,14.83,12.68
2276,1992-07-06,14.87,14.27,15.43,14.27
2277,1992-07-06,14.87,14.27,15.43,14.27
2278,1992-07-07,15.83,14.03,15.86,14.03
2279,1992-07-07,15.83,14.03,15.86,14.03
2280,1992-07-08,15.53,14.17,16.36,14.17
2281,1992-07-08,15.53,14.17,16.36,14.17
2282,1992-07-09,14.6,14.34,15.41,14.05
2283,1992-07-09,14.6,14.34,15.41,14.05
2284,1992-07-10,13.7,13.93,14.12,13.56
2285,1992-07-10,13.7,13.93,14.12,13.56
2286,1992-07-13,14.01,12.47,14.57,12.47
2287,1992-07-13,14.01,12.47,14.57,12.47
2288,1992-07-14,13.5,14.26,14.39,13.29
2289,1992-07-14,13.5,14.26,14.39,13.29
2290,1992-07-15,12.52,12.41,13.08,12.31
2291,1992-07-15,12.52,12.41,13.08,12.31
2292,1992-07-16,12.27,12.13,12.88,11.78
2293,1992-07-16,12.27,12.13,12.88,11.78
2294,1992-07-17,12.6,13.15,13.48,12.4
2295,1992-07-17,12.6,13.15,13.48,12.4
2296,1992-07-20,12.66,13.54,13.54,12.62
2297,1992-07-20,12.66,13.54,13.54,12.62
2298,1992-07-21,12.6,12.2,12.81,12.17
2299,1992-07-21,12.6,12.2,12.81,12.17
2300,1992-07-22,13.57,11.36,14.01,11.36
2301,1992-07-22,13.57,11.36,14.01,11.36
2302,1992-07-23,13.33,13.33,13.9,13.24
2303,1992-07-23,13.33,13.33,13.9,13.24
2304,1992-07-24,13.37,12.25,14.16,12.25
2305,1992-07-24,13.37,12.25,14.16,12.25
2306,1992-07-27,13.9,13.34,14.95,13.34
2307,1992-07-27,13.9,13.34,14.95,13.34
2308,1992-07-28,13.05,11.5,14.0,11.5
2309,1992-07-28,13.05,11.5,14.0,11.5
2310,1992-07-29,13.44,12.21,13.79,12.21
2311,1992-07-29,13.44,12.21,13.79,12.21
2312,1992-07-30,13.5,13.45,13.79,12.98
2313,1992-07-30,13.5,13.45,13.79,12.98
2314,1992-07-31,13.17,12.55,13.64,12.55
2315,1992-07-31,13.17,12.55,13.64,12.55
2316,1992-08-03,13.83,14.05,14.33,13.2
2317,1992-08-03,13.83,14.05,14.33,13.2
2318,1992-08-04,13.58,13.34,14.33,13.11
2319,1992-08-04,13.58,13.34,14.33,13.11
2320,1992-08-05,13.82,12.41,14.34,12.41
2321,1992-08-05,13.82,12.41,14.34,12.41
2322,1992-08-06,14.23,12.4,14.79,12.34
2323,1992-08-06,14.23,12.4,14.79,12.34
2324,1992-08-07,13.94,13.93,14.28,13.17
2325,1992-08-07,13.94,13.93,14.28,13.17
2326,1992-08-10,14.51,13.87,15.43,13.83
2327,1992-08-10,14.51,13.87,15.43,13.83
2328,1992-08-11,15.09,15.32,15.92,15.09
2329,1992-08-11,15.09,15.32,15.92,15.09
2330,1992-08-12,14.88,14.28,15.57,13.51
2331,1992-08-12,14.88,14.28,15.57,13.51
2332,1992-08-13,15.34,13.45,15.79,13.44
2333,1992-08-13,15.34,13.45,15.79,13.44
2334,1992-08-14,14.66,15.63,15.7,14.66
2335,1992-08-14,14.66,15.63,15.7,14.66
2336,1992-08-17,14.61,14.32,15.54,13.83
2337,1992-08-17,14.61,14.32,15.54,13.83
2338,1992-08-18,13.84,14.67,14.81,13.84
2339,1992-08-18,13.84,14.67,14.81,13.84
2340,1992-08-19,14.35,14.67,14.84,13.91
2341,1992-08-19,14.35,14.67,14.84,13.91
2342,1992-08-20,14.48,14.37,14.72,14.13
2343,1992-08-20,14.48,14.37,14.72,14.13
2344,1992-08-21,15.01,13.74,15.48,13.4
2345,1992-08-21,15.01,13.74,15.48,13.4
2346,1992-08-24,16.19,13.74,16.48,15.21
2347,1992-08-24,16.19,13.74,16.48,15.21
2348,1992-08-25,15.62,14.87,16.52,14.87
2349,1992-08-25,15.62,14.87,16.52,14.87
2350,1992-08-26,14.5,14.05,15.41,14.05
2351,1992-08-26,14.5,14.05,15.41,14.05
2352,1992-08-27,13.66,14.05,13.86,12.88
2353,1992-08-27,13.66,14.05,13.86,12.88
2354,1992-08-28,13.14,12.57,13.42,12.52
2355,1992-08-28,13.14,12.57,13.42,12.52
2356,1992-08-31,13.58,12.66,13.89,12.66
2357,1992-08-31,13.58,12.66,13.89,12.66
2358,1992-09-01,13.4,11.87,13.44,11.85
2359,1992-09-01,13.4,11.87,13.44,11.85
2360,1992-09-02,12.73,12.69,13.09,12.57
2361,1992-09-02,12.73,12.69,13.09,12.57
2362,1992-09-03,12.88,10.77,12.88,10.69
2363,1992-09-03,12.88,10.77,12.88,10.69
2364,1992-09-04,12.98,12.92,13.16,12.75
2365,1992-09-04,12.98,12.92,13.16,12.75
2366,1992-09-08,13.65,13.36,13.9,13.36
2367,1992-09-08,13.65,13.36,13.9,13.36
2368,1992-09-09,13.36,13.03,13.92,13.01
2369,1992-09-09,13.36,13.03,13.92,13.01
2370,1992-09-10,12.92,12.64,13.28,12.59
2371,1992-09-10,12.92,12.64,13.28,12.59
2372,1992-09-11,12.47,12.39,13.02,11.96
2373,1992-09-11,12.47,12.39,13.02,11.96
2374,1992-09-14,13.0,13.37,13.37,12.51
2375,1992-09-14,13.0,13.37,13.37,12.51
2376,1992-09-15,13.63,11.53,13.75,11.53
2377,1992-09-15,13.63,11.53,13.75,11.53
2378,1992-09-16,14.72,11.53,14.86,13.52
2379,1992-09-16,14.72,11.53,14.86,13.52
2380,1992-09-17,14.31,13.61,14.41,13.61
2381,1992-09-17,14.31,13.61,14.41,13.61
2382,1992-09-18,13.74,13.61,13.94,12.8
2383,1992-09-18,13.74,13.61,13.94,12.8
2384,1992-09-21,13.45,12.99,13.72,12.96
2385,1992-09-21,13.45,12.99,13.72,12.96
2386,1992-09-22,13.88,13.57,14.1,13.53
2387,1992-09-22,13.88,13.57,14.1,13.53
2388,1992-09-23,13.83,13.72,14.11,13.71
2389,1992-09-23,13.83,13.72,14.11,13.71
2390,1992-09-24,13.44,13.76,13.86,13.42
2391,1992-09-24,13.44,13.76,13.86,13.42
2392,1992-09-25,14.8,13.77,14.98,13.54
2393,1992-09-25,14.8,13.77,14.98,13.54
2394,1992-09-28,15.19,15.42,15.42,15.11
2395,1992-09-28,15.19,15.42,15.42,15.11
2396,1992-09-29,14.97,15.23,15.36,14.87
2397,1992-09-29,14.97,15.23,15.36,14.87
2398,1992-09-30,14.28,13.96,14.89,13.96
2399,1992-09-30,14.28,13.96,14.89,13.96
2400,1992-10-01,16.31,15.44,16.31,15.03
2401,1992-10-01,16.31,15.44,16.31,15.03
2402,1992-10-02,17.79,15.33,17.8,15.32
2403,1992-10-02,17.79,15.33,17.8,15.32
2404,1992-10-05,20.01,19.77,25.13,19.37
2405,1992-10-05,20.01,19.77,25.13,19.37
2406,1992-10-06,19.95,20.37,20.42,19.49
2407,1992-10-06,19.95,20.37,20.42,19.49
2408,1992-10-07,21.02,19.07,21.08,18.9
2409,1992-10-07,21.02,19.07,21.08,18.9
2410,1992-10-08,19.26,19.57,19.94,18.95
2411,1992-10-08,19.26,19.57,19.94,18.95
2412,1992-10-09,20.51,19.57,21.0,19.67
2413,1992-10-09,20.51,19.57,21.0,19.67
2414,1992-10-12,19.49,20.61,20.62,19.48
2415,1992-10-12,19.49,20.61,20.62,19.48
2416,1992-10-13,17.9,16.84,18.44,16.15
2417,1992-10-13,17.9,16.84,18.44,16.15
2418,1992-10-14,18.42,15.77,18.52,15.58
2419,1992-10-14,18.42,15.77,18.52,15.58
2420,1992-10-15,17.11,18.11,18.15,16.91
2421,1992-10-15,17.11,18.11,18.15,16.91
2422,1992-10-16,17.01,15.8,17.67,15.47
2423,1992-10-16,17.01,15.8,17.67,15.47
2424,1992-10-19,17.31,16.89,17.35,16.43
2425,1992-10-19,17.31,16.89,17.35,16.43
2426,1992-10-20,16.87,16.0,17.1,15.74
2427,1992-10-20,16.87,16.0,17.1,15.74
2428,1992-10-21,16.62,17.08,17.08,16.62
2429,1992-10-21,16.62,17.08,17.08,16.62
2430,1992-10-22,15.84,15.83,16.24,15.72
2431,1992-10-22,15.84,15.83,16.24,15.72
2432,1992-10-23,16.46,17.11,17.21,16.46
2433,1992-10-23,16.46,17.11,17.21,16.46
2434,1992-10-26,16.32,16.93,17.32,16.31
2435,1992-10-26,16.32,16.93,17.32,16.31
2436,1992-10-27,16.24,16.33,16.75,16.13
2437,1992-10-27,16.24,16.33,16.75,16.13
2438,1992-10-28,15.95,16.33,16.66,15.81
2439,1992-10-28,15.95,16.33,16.66,15.81
2440,1992-10-29,15.47,15.68,15.83,15.39
2441,1992-10-29,15.47,15.68,15.83,15.39
2442,1992-10-30,16.15,15.9,16.6,15.57
2443,1992-10-30,16.15,15.9,16.6,15.57
2444,1992-11-02,16.67,17.02,17.13,16.57
2445,1992-11-02,16.67,17.02,17.13,16.57
2446,1992-11-03,17.33,16.01,17.92,15.96
2447,1992-11-03,17.33,16.01,17.92,15.96
2448,1992-11-04,16.28,16.33,16.87,16.17
2449,1992-11-04,16.28,16.33,16.87,16.17
2450,1992-11-05,15.38,16.1,16.1,15.35
2451,1992-11-05,15.38,16.1,16.1,15.35
2452,1992-11-06,14.69,15.66,15.68,14.65
2453,1992-11-06,14.69,15.66,15.68,14.65
2454,1992-11-09,14.23,15.66,15.14,14.06
2455,1992-11-09,14.23,15.66,15.14,14.06
2456,1992-11-10,14.37,14.51,14.71,14.27
2457,1992-11-10,14.37,14.51,14.71,14.27
2458,1992-11-11,13.99,14.6,15.02,13.99
2459,1992-11-11,13.99,14.6,15.02,13.99
2460,1992-11-12,14.37,16.36,16.36,14.32
2461,1992-11-12,14.37,16.36,16.36,14.32
2462,1992-11-13,14.61,14.8,14.86,14.03
2463,1992-11-13,14.61,14.8,14.86,14.03
2464,1992-11-16,14.86,14.68,14.89,14.64
2465,1992-11-16,14.86,14.68,14.89,14.64
2466,1992-11-17,15.01,15.74,15.85,14.44
2467,1992-11-17,15.01,15.74,15.85,14.44
2468,1992-11-18,14.55,14.98,14.98,14.18
2469,1992-11-18,14.55,14.98,14.98,14.18
2470,1992-11-19,14.33,14.98,15.1,14.14
2471,1992-11-19,14.33,14.98,15.1,14.14
2472,1992-11-20,13.67,14.98,14.2,13.44
2473,1992-11-20,13.67,14.98,14.2,13.44
2474,1992-11-23,13.4,12.93,13.95,12.89
2475,1992-11-23,13.4,12.93,13.95,12.89
2476,1992-11-24,12.66,12.54,13.37,12.46
2477,1992-11-24,12.66,12.54,13.37,12.46
2478,1992-11-25,12.5,12.48,12.95,12.48
2479,1992-11-25,12.5,12.48,12.95,12.48
2480,1992-11-27,12.58,11.63,12.67,11.52
2481,1992-11-27,12.58,11.63,12.67,11.52
2482,1992-11-30,13.01,11.38,13.67,11.38
2483,1992-11-30,13.01,11.38,13.67,11.38
2484,1992-12-01,12.8,12.94,13.89,12.76
2485,1992-12-01,12.8,12.94,13.89,12.76
2486,1992-12-02,12.56,12.06,13.49,11.99
2487,1992-12-02,12.56,12.06,13.49,11.99
2488,1992-12-03,12.03,12.09,12.78,11.84
2489,1992-12-03,12.03,12.09,12.78,11.84
2490,1992-12-04,11.81,11.69,12.46,11.54
2491,1992-12-04,11.81,11.69,12.46,11.54
2492,1992-12-07,12.0,12.0,12.61,11.7
2493,1992-12-07,12.0,12.0,12.61,11.7
2494,1992-12-08,11.73,10.29,12.38,10.29
2495,1992-12-08,11.73,10.29,12.38,10.29
2496,1992-12-09,12.58,10.29,13.34,10.93
2497,1992-12-09,12.58,10.29,13.34,10.93
2498,1992-12-10,12.75,12.36,13.37,12.26
2499,1992-12-10,12.75,12.36,13.37,12.26
2500,1992-12-11,12.34,12.36,13.52,11.01
2501,1992-12-11,12.34,12.36,13.52,11.01
2502,1992-12-14,12.66,12.61,12.83,12.36
2503,1992-12-14,12.66,12.61,12.83,12.36
2504,1992-12-15,12.41,12.61,12.92,12.37
2505,1992-12-15,12.41,12.61,12.92,12.37
2506,1992-12-16,12.58,12.61,12.88,12.15
2507,1992-12-16,12.58,12.61,12.88,12.15
2508,1992-12-17,12.14,12.03,12.6,11.86
2509,1992-12-17,12.14,12.03,12.6,11.86
2510,1992-12-18,11.66,12.03,12.58,10.64
2511,1992-12-18,11.66,12.03,12.58,10.64
2512,1992-12-21,11.65,12.03,11.97,11.2
2513,1992-12-21,11.65,12.03,11.97,11.2
2514,1992-12-22,11.75,10.57,12.81,10.36
2515,1992-12-22,11.75,10.57,12.81,10.36
2516,1992-12-23,11.51,10.57,11.9,11.27
2517,1992-12-23,11.51,10.57,11.9,11.27
2518,1992-12-24,11.57,11.5,11.99,11.3
2519,1992-12-24,11.57,11.5,11.99,11.3
2520,1992-12-28,12.22,12.67,12.85,12.11
2521,1992-12-28,12.22,12.67,12.85,12.11
2522,1992-12-29,12.29,12.27,12.84,11.72
2523,1992-12-29,12.29,12.27,12.84,11.72
2524,1992-12-30,12.6,12.14,13.6,12.14
2525,1992-12-30,12.6,12.14,13.6,12.14
2526,1992-12-31,12.57,11.87,13.05,11.75
2527,1992-12-31,12.57,11.87,13.05,11.75
2528,1993-01-04,13.36,12.96,13.92,12.91
2529,1993-01-04,13.36,12.96,13.92,12.91
2530,1993-01-05,13.35,12.99,14.08,12.92
2531,1993-01-05,13.35,12.99,14.08,12.92
2532,1993-01-06,13.37,12.88,14.17,11.86
2533,1993-01-06,13.37,12.88,14.17,11.86
2534,1993-01-07,14.72,12.9,15.06,12.65
2535,1993-01-07,14.72,12.9,15.06,12.65
2536,1993-01-08,13.77,13.75,14.39,13.61
2537,1993-01-08,13.77,13.75,14.39,13.61
2538,1993-01-11,12.86,13.27,13.57,12.43
2539,1993-01-11,12.86,13.27,13.57,12.43
2540,1993-01-12,12.78,11.82,13.87,11.74
2541,1993-01-12,12.78,11.82,13.87,11.74
2542,1993-01-13,12.42,13.02,13.02,12.15
2543,1993-01-13,12.42,13.02,13.02,12.15
2544,1993-01-14,11.99,12.29,12.33,11.93
2545,1993-01-14,11.99,12.29,12.33,11.93
2546,1993-01-15,11.57,11.9,11.96,11.25
2547,1993-01-15,11.57,11.9,11.96,11.25
2548,1993-01-18,11.49,12.15,12.17,11.49
2549,1993-01-18,11.49,12.15,12.17,11.49
2550,1993-01-19,12.06,11.64,12.17,11.62
2551,1993-01-19,12.06,11.64,12.17,11.62
2552,1993-01-20,12.15,12.21,12.34,11.85
2553,1993-01-20,12.15,12.21,12.34,11.85
2554,1993-01-21,11.69,12.41,12.45,11.69
2555,1993-01-21,11.69,12.41,12.45,11.69
2556,1993-01-22,11.3,11.63,11.74,11.22
2557,1993-01-22,11.3,11.63,11.74,11.22
2558,1993-01-25,11.38,11.42,11.65,11.26
2559,1993-01-25,11.38,11.42,11.65,11.26
2560,1993-01-26,11.45,11.08,11.5,10.98
2561,1993-01-26,11.45,11.08,11.5,10.98
2562,1993-01-27,12.01,11.66,12.61,11.44
2563,1993-01-27,12.01,11.66,12.61,11.44
2564,1993-01-28,12.04,12.08,12.46,11.9
2565,1993-01-28,12.04,12.08,12.46,11.9
2566,1993-01-29,12.42,12.49,13.16,12.42
2567,1993-01-29,12.42,12.49,13.16,12.42
2568,1993-02-01,12.33,12.51,12.92,12.18
2569,1993-02-01,12.33,12.51,12.92,12.18
2570,1993-02-02,12.25,12.47,12.89,12.22
2571,1993-02-02,12.25,12.47,12.89,12.22
2572,1993-02-03,12.12,11.98,12.34,11.79
2573,1993-02-03,12.12,11.98,12.34,11.79
2574,1993-02-04,12.29,11.86,12.84,11.69
2575,1993-02-04,12.29,11.86,12.84,11.69
2576,1993-02-05,12.9,12.56,13.45,12.49
2577,1993-02-05,12.9,12.56,13.45,12.49
2578,1993-02-08,13.22,13.15,13.94,12.2
2579,1993-02-08,13.22,13.15,13.94,12.2
2580,1993-02-09,13.48,13.63,13.76,13.43
2581,1993-02-09,13.48,13.63,13.76,13.43
2582,1993-02-10,13.43,13.58,14.26,13.0
2583,1993-02-10,13.43,13.58,14.26,13.0
2584,1993-02-11,12.69,13.05,13.65,12.63
2585,1993-02-11,12.69,13.05,13.65,12.63
2586,1993-02-12,12.38,13.58,13.66,12.32
2587,1993-02-12,12.38,13.58,13.66,12.32
2588,1993-02-16,15.76,13.44,16.45,13.35
